sku;ITEM;PX VENTA;costo;stock minimo;CATEGORIA
2-00302;ESMALTE SINTETICO TEKNO AMAPOLA X 1/2;653,9203;317,9;;Tekno
2-00303;ESMALTE SINTETICO TEKNO AMAPOLA X 1/4;348,4558;169,4;;Tekno
2-00304;ESMALTE SINTETICO TEKNO AMARILLO CROMO X 1;1196,9683;581,9;;Tekno
2-00305;ESMALTE SINTETICO TEKNO AMARILLO CROMO X 1/2;653,9203;317,9;;Tekno
2-00306;ESMALTE SINTETICO TEKNO AMARILLO CROMO X 1/4;348,4558;169,4;;Tekno
2-00307;ESMALTE SINTETICO TEKNO AMARILLO MEDIANO X 1;1196,9683;581,9;;Tekno
2-00308;ESMALTE SINTETICO TEKNO AMARILLO MEDIANO X 1/2;653,9203;317,9;;Tekno
2-00309;ESMALTE SINTETICO TEKNO AMARILLO MEDIANO X 1/4;348,4558;169,4;;Tekno
2-00310;ESMALTE SINTETICO TEKNO AMARILLO OCRE X 1;941,2832;457,6;;Tekno
2-00311;ESMALTE SINTETICO TEKNO AMARILLO OCRE X 1/2;538,5226;261,8;;Tekno
2-00312;ESMALTE SINTETICO TEKNO AMARILLO OCRE X 1/4;287,3629;139,7;;Tekno
2-00313;ESMALTE SINTETICO TEKNO AVELLANA X 1;1049,8928;510,4;;Tekno
2-00314;ESMALTE SINTETICO TEKNO AVELLANA X 1/2;549,8361;267,3;;Tekno
2-00315;ESMALTE SINTETICO TEKNO AVELLANA X 1/4;314,5153;152,9;;Tekno
2-00316;ESMALTE SINTETICO TEKNO AZUL MARINO X 1;1049,8928;510,4;;Tekno
2-00317;ESMALTE SINTETICO TEKNO AZUL MARINO X 1/2;549,8361;267,3;;Tekno
2-00318;ESMALTE SINTETICO TEKNO AZUL MARINO X 1/4;314,5153;152,9;;Tekno
2-00319;ESMALTE SINTETICO TEKNO AZUL X 1;1049,8928;510,4;;Tekno
2-00320;ESMALTE SINTETICO TEKNO AZUL X 1/2;549,8361;267,3;;Tekno
2-00321;ESMALTE SINTETICO TEKNO AZUL X 1/4;314,5153;152,9;;Tekno
2-00322;ESMALTE SINTETICO TEKNO BEIGE X 1;1049,8928;510,4;;Tekno
2-00323;ESMALTE SINTETICO TEKNO BEIGE X 1/2;549,8361;267,3;;Tekno
2-00324;ESMALTE SINTETICO TEKNO BEIGE X 1/4;314,5153;152,9;;Tekno
2-00325;ESMALTE SINTETICO TEKNO BERMELLON X 1;1196,9683;581,9;;Tekno
2-00326;ESMALTE SINTETICO TEKNO BERMELLON X 1/2;653,9203;317,9;;Tekno
2-00327;ESMALTE SINTETICO TEKNO BERMELLON X 1/4;348,4558;169,4;;Tekno
2-00328;ESMALTE SINTETICO TEKNO BLANCO ESPUMA X 1;1049,8928;510,4;;Tekno
2-00329;ESMALTE SINTETICO TEKNO BLANCO ESPUMA X 1/2;549,8361;267,3;;Tekno
2-00330;ESMALTE SINTETICO TEKNO BLANCO ESPUMA X 1/4;314,5153;152,9;;Tekno
2-00331;ESMALTE SINTETICO TEKNO BLANCO SATINADO X 1;1196,9683;581,9;;Tekno
2-00332;ESMALTE SINTETICO TEKNO BLANCO SATINADO X 1/2;653,9203;317,9;;Tekno
2-00333;ESMALTE SINTETICO TEKNO BLANCO SATINADO X 1/4;348,4558;169,4;;Tekno
2-00334;ESMALTE SINTETICO TEKNO BLANCO X 1;1196,9683;581,9;;Tekno
2-00335;ESMALTE SINTETICO TEKNO BLANCO X 1/2;653,9203;317,9;;Tekno
2-00336;ESMALTE SINTETICO TEKNO BLANCO X 1/4;348,4558;169,4;;Tekno
2-00337;ESMALTE SINTETICO TEKNO BRONCE COLONIAL X 1;1049,8928;510,4;;Tekno
2-00338;ESMALTE SINTETICO TEKNO BRONCE COLONIAL X 1/2;549,8361;267,3;;Tekno
2-00339;ESMALTE SINTETICO TEKNO BRONCE COLONIAL X 1/4;314,5153;152,9;;Tekno
2-00340;ESMALTE SINTETICO TEKNO CARMIN X 1;1196,9683;581,9;;Tekno
2-00341;ESMALTE SINTETICO TEKNO CARMIN X 1/2;653,9203;317,9;;Tekno
2-00342;ESMALTE SINTETICO TEKNO CARMIN X 1/4;348,4558;169,4;;Tekno
2-00343;ESMALTE SINTETICO TEKNO CASTAÑO X 1;1049,8928;510,4;;Tekno
2-00344;ESMALTE SINTETICO TEKNO CASTAÑO X 1/2;549,8361;267,3;;Tekno
2-00345;ESMALTE SINTETICO TEKNO CASTAÑO X 1/4;314,5153;152,9;;Tekno
2-00346;ESMALTE SINTETICO TEKNO CELESTE X 1;1049,8928;510,4;;Tekno
2-00347;ESMALTE SINTETICO TEKNO CELESTE X 1/2;549,8361;267,3;;Tekno
2-00348;ESMALTE SINTETICO TEKNO CELESTE X 1/4;314,5153;152,9;;Tekno
2-00349;ESMALTE SINTETICO TEKNO CREMA PASTEL X 1;1049,8928;510,4;;Tekno
2-00350;ESMALTE SINTETICO TEKNO CREMA PASTEL X 1/2;549,8361;267,3;;Tekno
2-00351;ESMALTE SINTETICO TEKNO CREMA PASTEL X 1/4;314,5153;152,9;;Tekno
2-00352;ESMALTE SINTETICO TEKNO CREMA X 1;1049,8928;510,4;;Tekno
2-00353;ESMALTE SINTETICO TEKNO CREMA X 1/2;549,8361;267,3;;Tekno
2-00354;ESMALTE SINTETICO TEKNO CREMA X 1/4;314,5153;152,9;;Tekno
2-00355;ESMALTE SINTETICO TEKNO DAMASCO X 1;1049,8928;510,4;;Tekno
2-00356;ESMALTE SINTETICO TEKNO DAMASCO X 1/2;549,8361;267,3;;Tekno
2-00357;ESMALTE SINTETICO TEKNO DAMASCO X 1/4;314,5153;152,9;;Tekno
2-00358;ESMALTE SINTETICO TEKNO GRIS NUBE (HIELO) X 1;1049,8928;510,4;;Tekno
2-00359;ESMALTE SINTETICO TEKNO GRIS NUBE (HIELO) X 1/2;549,8361;267,3;;Tekno
2-00360;ESMALTE SINTETICO TEKNO GRIS NUBE (HIELO) X 1/4;314,5153;152,9;;Tekno
2-00361;ESMALTE SINTETICO TEKNO GRIS OSCURO X 1;1049,8928;510,4;;Tekno
2-00362;ESMALTE SINTETICO TEKNO GRIS OSCURO X 1/2;549,8361;267,3;;Tekno
2-00363;ESMALTE SINTETICO TEKNO GRIS OSCURO X 1/4;314,5153;152,9;;Tekno
2-00364;ESMALTE SINTETICO TEKNO GRIS PLATA X 1;1049,8928;510,4;;Tekno
2-00365;ESMALTE SINTETICO TEKNO GRIS PLATA X 1/2;549,8361;267,3;;Tekno
2-00366;ESMALTE SINTETICO TEKNO GRIS PLATA X 1/4;314,5153;152,9;;Tekno
2-00367;ESMALTE SINTETICO TEKNO GRIS SIDERAL X 1;1049,8928;510,4;;Tekno
2-00368;ESMALTE SINTETICO TEKNO GRIS SIDERAL X 1/2;549,8361;267,3;;Tekno
2-00369;ESMALTE SINTETICO TEKNO GRIS SIDERAL X 1/4;314,5153;152,9;;Tekno
2-00370;ESMALTE SINTETICO TEKNO GRIS X 1;1049,8928;510,4;;Tekno
2-00371;ESMALTE SINTETICO TEKNO GRIS X 1/2;549,8361;267,3;;Tekno
2-00372;ESMALTE SINTETICO TEKNO GRIS X 1/4;314,5153;152,9;;Tekno
2-00373;ESMALTE SINTETICO TEKNO MARFIL ELEFANTE X 1;1049,8928;510,4;;Tekno
2-00374;ESMALTE SINTETICO TEKNO MARFIL ELEFANTE X 1/2;549,8361;267,3;;Tekno
2-00375;ESMALTE SINTETICO TEKNO MARFIL ELEFANTE X 1/4;314,5153;152,9;;Tekno
2-00376;ESMALTE SINTETICO TEKNO MARFIL X 1;1049,8928;510,4;;Tekno
2-00377;ESMALTE SINTETICO TEKNO MARFIL X 1/2;549,8361;267,3;;Tekno
2-00378;ESMALTE SINTETICO TEKNO MARFIL X 1/4;314,5153;152,9;;Tekno
2-00379;ESMALTE SINTETICO TEKNO MARRON SATINADO X 1;941,2832;457,6;;Tekno
2-00380;ESMALTE SINTETICO TEKNO MARRON SATINADO X 1/2;538,5226;261,8;;Tekno
2-00381;ESMALTE SINTETICO TEKNO MARRON SATINADO X 1/4;287,3629;139,7;;Tekno
2-00382;ESMALTE SINTETICO TEKNO MARRON X 1;941,2832;457,6;;Tekno
2-00383;ESMALTE SINTETICO TEKNO MARRON X 1/2;538,5226;261,8;;Tekno
2-00384;ESMALTE SINTETICO TEKNO MARRON X 1/4;287,3629;139,7;;Tekno
2-00385;ESMALTE SINTETICO TEKNO NARANJA X 1;1196,9683;581,9;;Tekno
2-00386;ESMALTE SINTETICO TEKNO NARANJA X 1/2;653,9203;317,9;;Tekno
2-00387;ESMALTE SINTETICO TEKNO NARANJA X 1/4;348,4558;169,4;;Tekno
2-00388;ESMALTE SINTETICO TEKNO NEGRO BRILLANTE X 1;941,2832;457,6;;Tekno
2-00389;ESMALTE SINTETICO TEKNO NEGRO BRILLANTE X 1/2;538,5226;261,8;;Tekno
2-00390;ESMALTE SINTETICO TEKNO NEGRO BRILLANTE X 1/4;287,3629;139,7;;Tekno
2-00391;ESMALTE SINTETICO TEKNO NEGRO MATE X 1;941,2832;457,6;;Tekno
2-00392;ESMALTE SINTETICO TEKNO NEGRO MATE X 1/2;538,5226;261,8;;Tekno
2-00393;ESMALTE SINTETICO TEKNO NEGRO MATE X 1/4;287,3629;139,7;;Tekno
2-00394;ESMALTE SINTETICO TEKNO NEGRO PIZARRON X 1;941,2832;457,6;;Tekno
2-00395;ESMALTE SINTETICO TEKNO NEGRO PIZARRON X 1/2;538,5226;261,8;;Tekno
2-00396;ESMALTE SINTETICO TEKNO NEGRO PIZARRON X 1/4;287,3629;139,7;;Tekno
2-00397;ESMALTE SINTETICO TEKNO NEGRO SATINADO X 1;941,2832;457,6;;Tekno
2-00398;ESMALTE SINTETICO TEKNO NEGRO SATINADO X 1/2;538,5226;261,8;;Tekno
2-00399;ESMALTE SINTETICO TEKNO NEGRO SATINADO X 1/4;287,3629;139,7;;Tekno
2-00400;ESMALTE SINTETICO TEKNO PINO X 1;1196,9683;581,9;;Tekno
2-00401;ESMALTE SINTETICO TEKNO PINO X 1/2;653,9203;317,9;;Tekno
2-00402;ESMALTE SINTETICO TEKNO PINO X 1/4;348,4558;169,4;;Tekno
2-00403;ESMALTE SINTETICO TEKNO PIZARRON X 1;1196,9683;581,9;;Tekno
2-00404;ESMALTE SINTETICO TEKNO PIZARRON X 1/2;653,9203;317,9;;Tekno
2-00405;ESMALTE SINTETICO TEKNO PIZARRON X 1/4;348,4558;169,4;;Tekno
2-00406;ESMALTE SINTETICO TEKNO ROJO OXIDO X 1;1107,392;457,6;;Tekno
2-00407;ESMALTE SINTETICO TEKNO ROJO OXIDO X 1/2;633,556;261,8;;Tekno
2-00408;ESMALTE SINTETICO TEKNO ROJO OXIDO X 1/4;338,074;139,7;;Tekno
2-00409;ESMALTE SINTETICO TEKNO VERDE COLONIAL X 1;1235,168;510,4;;Tekno
2-00410;ESMALTE SINTETICO TEKNO VERDE COLONIAL X 1/2;646,866;267,3;;Tekno
2-00411;ESMALTE SINTETICO TEKNO VERDE COLONIAL X 1/4;370,018;152,9;;Tekno
2-00412;ESMALTE SINTETICO TEKNO VERDE INGLES X 1;1408,198;581,9;;Tekno
2-00413;ESMALTE SINTETICO TEKNO VERDE INGLES X 1/2;769,318;317,9;;Tekno
2-00414;ESMALTE SINTETICO TEKNO VERDE INGLES X 1/4;409,948;169,4;;Tekno
2-00415;ESMALTE SINTETICO TEKNO VERDE OLIVA X 1/4;1235,168;510,4;;Tekno
2-00416;ESMALTE SINTETICO TEKNO VERDE OLIVA X 1/2;646,866;267,3;;Tekno
2-00417;ESMALTE SINTETICO TEKNO VERDE ORIE X 1;370,018;152,9;;Tekno
2-00418;ESMALTE SINTETICO TEKNO VERDE ORIE X 1/2;0;;;
2-00419;ESMALTE SINTETICO TEKNO VERDE SELVA X 1;1235,168;510,4;;Tekno
2-00420;ESMALTE SINTETICO TEKNO VERDE SELVA X 1/2;646,866;267,3;;Tekno
2-00421;ESMALTE SINTETICO TEKNO VERDE SELVA X 1/4;370,018;152,9;;Tekno
2-00422;ESMALTE SINTETICO TEKNO VERDE X 1;1235,168;510,4;;Tekno
2-00423;ESMALTE SINTETICO TEKNO VERDE X 1/2;646,866;267,3;;Tekno
2-00424;ESMALTE SINTETICO TEKNO VERDE X 1/4;675,818;152,9;;Tekno
2-00425;ESMALTE SINTETICO TEKNO VERDE PINO X 1;0;;;Tekno
2-00426;ESMALTE SINTETICO TEKNO VERDE PINOX 1/2;0;;;Tekno
2-00427;ESMALTEK AMARILLO VIAL TEKNO X 20;27251,62;11261;;Tekno
2-00428;ESMALTEK BLANCO TEKNO X 1;1594,538;658,9;;Tekno
2-00429;ESMALTEK BLANCO TEKNO X 1/2;854,502;353,1;;Tekno
2-00430;ESMALTEK BLANCO TEKNO X 1/4;357,7728;184,8;;Tekno
2-00431;ESMALTEK BLANCO TEKNO X 4;4671,568;2413;;Tekno
2-00432;ESMALTEK GRIS PERLA TEKNO X 20;37413,2;19325;;Tekno
2-00433;ESMALTEK NEGRO SATINADO TEKNO X 1/4;330,088;170,5;;Tekno
2-00434;ESMALTEK NEGRO SATINADO TEKNO X 4;4003,648;2068;;Tekno
12-00435;ESPUMA POLIURETANICA AFIX ;9676,128;4998;;Accesorios
12-00436;ESTOPA ;174,24;90;;Accesorios
12-00437;EXTENSORES ALUMINIO 1.5 - 3 MTS;1295,91;630;;Accesorios
2-00438;GOLETA SUR BRILLANTE TEKNO X 1;986,5372;479,6;;Tekno
2-00439;GOLETA SUR BRILLANTE TEKNO X 1/2;538,5226;261,8;;Tekno
2-00440;GOLETA SUR BRILLANTE TEKNO X 20;15931,465;7745;;Tekno
2-00441;GOLETA SUR BRILLANTE TEKNO X 4;3780,766;1838;;Tekno
2-00442;GOLETA SUR SATINADO TEKNO X 1;1083,8333;526,9;;Tekno
2-00443;GOLETA SUR SATINADO TEKNO X 1/2;610,929;297;;Tekno
2-00444;GOLETA SUR SATINADO TEKNO X 20;17396,049;8457;;Tekno
2-00445;GOLETA SUR SATINADO TEKNO X 4;3780,766;1838;;Tekno
12-00446;GUANTES MOTEADOS ;92,565;45;;Accesorios
2-00447;HIDROTEK BLANCO TEKNO X 1;1298,7898;631,4;;Tekno
2-00448;HIDROTEK BLANCO TEKNO X 1/2;717,2759;348,7;;Tekno
2-00449;HIDROTEK BLANCO TEKNO X 4;4945,028;2404;;Tekno
2-00450;HIDROTEK NEGRO TEKNO X 1/2;676,5473;328,9;;Tekno
12-00451;HORMIGONERA MOTOR 3/4 HP INDUSTRIA NACIONAL;27000;;;Accesorios
2-00452;IMPRIMACION 1RA MANO TEKNO X 1;448,0146;217,8;;Tekno
2-00453;IMPRIMACION 1RA MANO TEKNO X 10;3564,781;1733;;Tekno
2-00454;IMPRIMACION 1RA MANO TEKNO X 20;6557,716;3188;;Tekno
2-00455;IMPRIMACION 1RA MANO TEKNO X 4;1563,5257;760,1;;Tekno
6-00456;JUEGO MECHAS METABO SDS CLASSIC 5 PIEZAS;2927,688896;1374,76;;Metabo
12-00457;KIT LAMINAS PLASTICAS EL GALGO;0;;;Accesorios
7-00458;KUWAIT AEROSOL ALUMINIO ALTA TEMPERATURA X 240;592,76569;288,17;;Kuwait
7-00459;KUWAIT AEROSOL AMARILLO FLUORESCENTE X 240;709,2536;344,8;;Kuwait
7-00460;KUWAIT AEROSOL AMARILLO X 240;409,46642;199,06;;Kuwait
7-00461;KUWAIT AEROSOL AZUL MARINO X 240;409,46642;199,06;;Kuwait
7-00462;KUWAIT AEROSOL AZUL METALIZADO X 240;851,41287;413,91;;Kuwait
7-00463;KUWAIT AEROSOL AZUL TRAFULX 240;409,46642;199,06;;Kuwait
7-00464;KUWAIT AEROSOL BARNIZ TRANSPARENTE X 240;409,46642;199,06;;Kuwait
7-00465;KUWAIT AEROSOL BERMELLON X 240;409,46642;199,06;;Kuwait
7-00466;KUWAIT AEROSOL BLANCO MATE X 240;409,46642;199,06;;Kuwait
7-00467;KUWAIT AEROSOL BLANCO SATINADO X 240;409,46642;199,06;;Kuwait
7-00468;KUWAIT AEROSOL BLANCO X 240;409,46642;199,06;;Kuwait
7-00469;KUWAIT AEROSOL BRONCE METALIZADO X 240;627,57013;305,09;;Kuwait
7-00470;KUWAIT AEROSOL CELESTE X 240;409,46642;199,06;;Kuwait
7-00471;KUWAIT AEROSOL COBRE METALIZADO X 240;627,57013;305,09;;Kuwait
7-00472;KUWAIT AEROSOL CROMADO METALIZADO X 240;569,11019;276,67;;Kuwait
7-00473;KUWAIT AEROSOL GRAFITO PARA LLANTAS X 240;541,54639;263,27;;Kuwait
7-00474;KUWAIT AEROSOL GRIS ESPACIAL X 240;409,46642;199,06;;Kuwait
7-00475;KUWAIT AEROSOL GRIS SIDERCA X 240;409,46642;199,06;;Kuwait
7-00476;KUWAIT AEROSOL NARANJA FLUORESCENTE X 240;709,2536;344,8;;Kuwait
7-00477;KUWAIT AEROSOL NARANJA X 240;409,46642;199,06;;Kuwait
7-00478;KUWAIT AEROSOL NEGRO MATE X 240;409,46642;199,06;;Kuwait
